nis_code,postal_code,name
52023,6141,Forchies-la-Marche
52024,6210,Frasnes-lez-Gosselies
52025,6280,Gerpinnes
52026,6060,Gilly
52027,7160,Godarville
52028,6041,Gosselies
52029,6280,Gougnies
52030,6030,Goutroux
52031,6181,Gouy-lez-Piéton
52032,6220,Heppignies
52033,6280,Joncret
52034,6040,Jumet
52035,7170,La Hestre
52036,6220,Lambusart
52037,6111,Landelies
52038,6142,Leernes
52040,6042,Lodelinsart
52041,6280,Loverval
52042,6238,Luttre
52043,7170,Manage
52044,6030,Marchienne-au-Pont
52045,6001,Marcinelle
52046,6211,Mellet
52047,6031,Monceau-sur-Sambre
52048,6110,Montigny-le-Tilleul
52049,6061,Montignies-sur-Sambre
52050,6032,Mont-sur-Marchienne
52051,6230,Obaix
52052,7181,Petit-Roeulx-lez-Nivelles
52053,7160,Piéton
52054,6240,Pironchamps
52055,6230,Pont-à-Celles
52056,6250,Pont-de-Loup
52057,6250,Presles
52058,6043,Ransart
52060,6250,Roselies
52061,6044,Roux
52062,6221,Saint-Amand
52063,7180,Seneffe
52064,6182,Souvret
52065,6230,Thiméon
52066,6183,Trazegnies
52067,6230,Viesville
52068,6210,Villers-Perwin
52069,6280,Villers-Poterie
52070,6223,Wagnelée
52071,6224,Wanfercée-Baulet
52072,6220,Wangenies
52073,6210,Wayaux
53001,7387,Angre
53002,7387,Angreau
53003,7040,Asquillies
53004,7387,Athis
53005,7382,Audregnies
53006,7040,Aulnois
53007,7387,Autreppe
53008,7380,Baisieux
53009,7331,Baudour
53010,7870,Bauffe
53011,7040,Blaregnies
53012,7370,Blaugies
53013,7040,Bougnies
53014,7300,Boussu
53015,7940,Cambron-Casteau
53016,7870,Cambron-Saint-Vincent
53017,7063,Chaussée-Notre-Dame-Louvignies
53018,7024,Ciply
53019,7033,Cuesmes
53020,7370,Dour
53021,7370,Elouges
53022,7050,Erbaut
53023,7050,Erbisoeul
53024,7387,Erquennes
53025,7080,Eugies
53026,7387,Fayt-le-Franc
53028,7080,Frameries
53029,7040,Genly
53030,7011,Ghlin
53031,7041,Givry
53032,7040,Goegnies-Chaussée
53033,7350,Hainin
53034,7022,Harmignies
53035,7022,Harveng
53036,7334,Hautrage
53037,7041,Havay
53038,7021,Havré
53039,7350,Hensies
53040,7050,Herchies
53041,7301,Hornu
53042,7022,Hyon
53043,7012,Jemappes
53045,7080,La Bouverie
53046,7870,Lens
53047,7870,Lombise
53048,7020,Maisières
53049,7387,Marchipont
53050,7050,Masnuy-Saint-Jean
53051,7050,Masnuy-Saint-Pierre
53052,7022,Mesvin
53054,7870,Montignies-lez-Lens
53055,7387,Montignies-sur-Roc
53056,7350,Montroeul-sur-Haine
53057,7332,Neufmaison
53058,7063,Neufvilles
53059,7020,Nimy
53060,7080,Noirchain
53061,7022,Nouvelles
53062,7034,Obourg
53063,7387,Onnezies
53064,7340,Pâturages
53065,7390,Quaregnon
53066,7040,Quévy-le-Grand
53067,7040,Quévy-le-Petit
53068,7380,Quiévrain
53069,7387,Roisin
53070,7330,Saint-Ghislain
53071,7030,Saint-Symphorien
53073,7332,Sirault
53074,7032,Spiennes
53075,7333,Tertre
53076,7350,Thulin
53077,7334,Villerot
53078,7340,Warquignies
53079,7340,Wasmes
53080,7390,Wasmuel
53081,7370,Wihéries
53082,7340,Colfontaine
54001,7784,Neerwaasten
54002,7780,Komen
54003,7711,Dottenijs
54004,7712,Herseaux
54005,7781,Houthem
54006,7700,Luingne
54007,7700,Moeskroen
54008,7782,Ploegsteert
54009,7784,Waasten
54010,7780,Komen-Waasten
55003,7110,Boussoit
55005,7130,Bray
55006,7061,Casteau
55009,7191,Ecaussinnes-Lalaing
55010,7850,#N/A
55011,7120,Estinnes-au-Val
55012,7863,Ghoy
55014,7830,Graty
55015,7100,Haine-Saint-Paul
55016,7090,Hennuyères
55017,7090,Henripont
55018,7060,Horrues
55019,7110,Houdeng-Aimeries
55020,7110,Houdeng-Goegnies
55021,2540,Hove
55022,7100,La Louvière
55024,7190,Marche-lez-Ecaussinnes
55025,7850,Mark
55026,7110,Maurage
55027,7070,Mignault
55028,7062,Naast
55029,7862,Ogy
55033,7850,Lettelingen
55034,7090,Petit-Roeulx-lez-Braine
55035,7070,Le Rœulx
55036,7090,Ronquières
55038,7100,Saint-Vaast
55041,8630,Steenkerke
55042,7110,Strépy-Bracquegnies
55043,7070,Thieu
55044,7061,Thieusies
55045,7830,Thoricourt
55046,7100,Trivières
55047,7120,Vellereille-le-Sec
55048,7031,Villers-Saint-Ghislain
55049,7070,Ville-sur-Haine
55085,7180,#N/A
55086,7170,#N/A
56001,6150,Anderlues
56002,6464,Baileux
56003,6460,Bailièvre
56005,6500,Beaumont
56006,6594,Beauwelz
56008,6543,Bienne-lez-Happart
56009,6533,Biercée
56010,6531,Biesme-sous-Thuin
56011,7130,Binche
56012,6464,Bourlers
56013,6440,Boussu-lez-Walcourt
56014,7133,Buvrinnes
56015,7141,Carnières
56016,6460,Chimay
56017,6120,Cour-sur-Heure
56018,7120,Croix-lez-Rouveroy
56019,6536,Donstiennes
56020,7134,Epinois
56021,6441,Erpion
56022,6560,Erquelinnes
56023,7120,Estinnes-au-Mont
56024,7120,Fauroeulx
56025,6567,Fontaine-Valmont
56026,6596,Forge-Philippe
56027,6464,Forges
56029,6440,Froidchapelle
56030,6534,Gozée
56031,6560,Grand-Reng
56032,6470,Grandrieu
56033,7100,Haine-Saint-Pierre
56034,6120,Ham-sur-Heure
56035,6560,Hantes-Wihéries
56036,7120,Haulchin
56037,6120,Jamioulx
56038,6567,Labuissière
56039,6530,Leers-et-Fosteau
56041,6500,Leugnies
56042,6500,Leval-Chaudeville
56043,7134,Leval-Trahegnies
56044,6540,Lobbes
56045,6463,Lompret
56046,6591,Macon
56047,6593,Macquenoise
56048,6120,Marbaix
56049,6567,Merbes-le-Château
56050,6567,Merbes-Sainte-Marie
56051,6590,Momignies
56052,6592,Monceau-Imbrechies
56053,6470,Montbliart
56054,6560,Montignies-Saint-Christophe
56055,7141,Mont-Sainte-Aldegonde
56056,6540,Mont-Sainte-Geneviève
56057,7140,Morlanwelz-Mariemont
56058,6120,Nalinnes
56059,7120,Peissant
56060,6532,Ragnies
56061,6470,Rance
56062,6500,Renlies
56063,7134,Ressaix
56064,6464,Rièzes
56065,6460,Robechies
56066,7120,Rouveroy
56067,4672,Saint-Remy
56068,6460,Salles
56069,6542,Sars-la-Buissière
56070,6470,Sautin
56071,6596,Seloignes
56072,6470,Sivry
56073,6500,Solre-Saint-Géry
56074,6560,Solre-sur-Sambre
56075,6511,Strée
56076,6500,Thirimont
56077,6536,Thuillies
56078,6530,Thuin
56079,7536,Vaulx
56080,7120,Vellereille-les-Brayeux
56081,6440,Vergnies
56082,6460,Villers-la-Tour
56083,6461,Virelles
56084,7131,Waudrez
57001,7750,Amougies
57002,7750,Anseroeul
57003,7640,Antoing
57004,7730,Bailleul
57005,7534,Barry
57006,7604,Baugnies
57008,7522,Blandain
57009,7321,Blaton
57011,7603,Bon-Secours
57012,7604,Braffe
57014,7641,Bruyelle
57015,7602,Bury
57016,7604,Callenelle
57017,7642,Calonne
57018,4317,Celles
57019,7903,Chapelle-à-Oie
57020,7903,Chapelle-à-Wattines
57021,7521,Chercq
57022,7500,Ere
57023,7760,Escanaffles
57024,7502,Esplechin
57025,7743,Esquelmes
57026,7730,Estaimbourg
57027,7730,Estaimpuis
57028,7730,Evregnies
57029,7643,Fontenoy
57030,7504,Froidmont
57031,7503,Froyennes
57032,7906,Gallaix
57033,7530,Gaurain-Ramecroix
57034,7900,Grandmetz
57035,7620,Guignies
57036,7531,Havinnes
57038,7522,Hertain
57039,7620,Hollain
57040,7624,Howardries
57041,7620,Jollain-Merlin
57042,7540,Kain
57043,7611,La Glanerie
57044,7522,Lamain
57045,7622,Laplaigne
57046,7730,Leers-Nord
57047,7621,Lesdain
57048,5310,Leuze
57049,7812,Ligne
57050,7522,Marquain
57051,7640,Maubray
57052,7534,Maulde
57053,7540,Melles
57054,7760,Molenbaix
57055,7911,Montroeul-au-Bois
57056,7542,Mont-Saint-Aubert
57057,7543,Mourcourt
57058,7730,Néchin
57059,7743,Obigies
57060,7501,Orcq
57061,7750,Orroir
57062,7740,Pecq
57064,7600,Péruwelz
57065,7904,Pipaix
57066,7760,Popuelles
57067,7760,Pottes
57068,7540,Quartes
57069,7520,Ramegnies-Chin
57070,7623,Rongy
57071,7601,Roucourt
57072,7610,Rumes
57073,7540,Rumillies
57075,6747,Saint-Léger
57076,7500,Saint-Maur
57077,7618,Taintignies
57078,7520,Templeuve
57079,7901,Thieulain
57080,7533,Thimougies
57082,7536,Vaulx
57083,7760,Velaines
57084,7538,Vezon
57085,7548,Warchin
57086,7740,Warcoing
57087,7604,Wasmes-Audemez-Briffoeil
57088,7910,Wattripont
57089,7620,Wez-Velvain
57090,7608,Wiers
57091,7904,Willaupuis
57092,7506,Willemeau
57094,7900,Leuze-en-Hainaut
57096,7700,#N/A
57097,7780,#N/A
58001,7100,#N/A
58002,7130,#N/A
61001,4557,Abée
61002,4317,Aineffe
61003,4540,Amay
61004,4540,Ampsin
61005,4520,Antheit
61006,4520,Bas-Oha
61007,4500,Ben-Ahin
61008,4560,Bois-et-Borsu
61009,4317,Borlez
61010,4210,Burdinne
61011,4537,Chapon-Seraing
61012,4560,Clavier
61013,4890,Clermont
61013,4890,Clermont
61014,4180,Comblain-Fairon
61015,4218,Couthuin
61016,4120,Ehein
61017,4590,Ellemelle
61018,4920,Ernonheid
61019,4190,Ferrières
61020,4181,Filot
61021,4530,Fize-Fontaine
61023,4557,Fraiture
61024,4180,Hamoir
61027,4480,Hermalle-sous-Huy
61028,4217,Héron
61029,4162,Hody
61030,4520,Huccorgne
61033,4210,Lamontzée
61034,5300,Landenne
61035,4217,Lavoir
61036,4560,Les Avins
61037,4317,Les Waleffes
61039,4570,Marchin
61040,4210,Marneffe
61041,4577,Modave
61042,4520,Moha
61043,4550,Nandrin
61044,4121,Neuville-en-Condroz
61045,4560,Ocquier
61047,4210,Oteppe
61048,4590,Ouffet
61049,4577,Outrelouxhe
61050,4560,Pailhe
61051,4171,Poulseur
61052,4557,Ramelot
61053,4550,Saint-Séverin
61054,5300,Seilles
61055,4557,Seny
61056,4537,Seraing-le-Château
61057,4557,Soheit-Tinlot
61058,6511,Strée
61059,4163,Tavier
61060,4560,Terwagne
61061,4500,Tihange
61062,4530,Vaux-et-Borset
61063,4537,Verlaine
61064,4577,Vierset-Barse
61065,4190,Vieuxville
61066,4530,Vieux-Waleffe
61067,4161,Villers-aux-Tours
61068,4530,Villers-le-Bouillet
61069,4550,Villers-le-Temple
61070,4520,Vinalmont
61071,4570,Vyle-et-Tharoul
61072,4520,Wanze
61074,4530,Warnant-Dreye
61075,4590,Warzée
61076,4190,Werbomont
61077,4190,Xhoris
61079,4160,Anthisnes
61080,4480,Engis
61081,4557,Tinlot
62001,4432,Alleur
62002,4031,Angleur
62003,4430,Ans
62004,4160,#N/A
62005,4601,Argenteau
62006,4340,Awans
62007,4400,Awirs
62008,4630,Ayeneux
62009,4920,Aywaille
62010,4671,Barchon
62012,4052,Beaufays
62013,4610,Bellaire
62014,4607,Berneau
62015,4610,Beyne-Heusay
62016,4460,Bierset
62017,4690,Boirs
62019,4100,Boncelles
62020,4020,Bressoux
62022,4050,Chaudfontaine
62023,4032,Chênée
62024,4602,Cheratte
62026,4170,Comblain-au-Pont
62027,4607,Dalhem
62028,4140,Dolembreux
62029,4690,Eben-Emael
62030,4053,Embourg
62031,4480,#N/A
62032,4130,Esneux
62034,4607,Feneur
62035,4458,Fexhe-Slins
62036,4400,Flémalle-Grande
62037,4400,Flémalle-Haute
62038,4620,Fléron
62039,4340,Fooz
62041,4870,Fraipont
62042,4000,Glain
62046,4460,Grâce-Berleur
62047,4030,Grivegnée
62048,4684,Haccourt
62049,4681,Hermalle-sous-Argenteau
62050,4680,Hermée
62051,4040,Herstal
62052,4682,Heure-le-Romain
62053,4342,Hognoul
62054,4460,Hollogne-aux-Pierres
62056,4671,Housse
62057,4682,Houtain-Saint-Siméon
62059,4020,Jupille-sur-Meuse
62060,4450,Juprelle
62062,4450,Lantin
62064,4042,Liers
62066,4431,Loncin
62068,4623,Magnée
62069,4633,Melen
62070,4630,Micheroux
62071,4041,Milmort
62072,4400,Mons-lez-Liège
62073,4420,Montegnée
62074,4670,Mortier
62075,4607,Mortroux
62076,4870,Nessonvaux
62078,4102,Ougrée
62079,4680,Oupeye
62080,4452,Paifve
62081,4122,Plainevaux
62082,4610,Queue-du-Bois
62083,4400,Ivoz-Ramet
62084,4621,Retinne
62085,4600,Richelle
62087,4000,Rocourt
62089,4624,Romsée
62090,4120,Rotheux-Rimière
62091,4140,Rouvreux
62092,4606,Saint-André
62093,4420,Saint-Nicolas
62094,4672,Saint-Remy
62095,4671,Saive
62096,4100,Seraing
62097,4450,Slins
62098,4920,Sougné-Remouchamps
62099,4630,Soumagne
62100,4140,Sprimont
62101,4130,Tilff
62102,4420,Tilleur
62103,4670,Trembleur
62104,4051,Vaux-sous-Chèvremont
62105,4460,Velroux
62107,4453,Villers-Saint-Siméon
62109,4683,Vivegnis
62111,4451,Voroux-lez-Liers
62112,4041,Vottem
62113,4020,Wandre
62116,4690,Wonck
62117,4432,Xhendremael
62118,4460,Grâce-Hollogne
63001,4770,Amel
63002,4821,Andrimont
63003,4880,Aubel
63004,4837,Baelen
63005,4983,Basse-Bodeux
63006,4651,Battice
63007,4960,Bellevaux-Ligneuville
63008,4960,Bevercé
63009,4831,Bilstain
63010,4653,Bolland
63011,4990,Bra
63012,4760,Büllingen
63014,4650,Chaineux
63015,4654,Charneux
63016,4987,Chevron
63017,4890,Clermont
63019,4784,Crombach
63020,4820,Dison
63021,4750,Elsenborn
63022,4800,Ensival
63023,4700,Eupen
63024,4731,Eynatten
63025,4950,Faymonville
63026,4980,Fosse
63027,4970,Francorchamps
63028,4851,Gemmenich
63030,4650,Grand-Rechain
63031,4730,Hauset
63033,4771,Heppenbach
63034,4728,Hergenrath
63035,4650,Herve
63036,4802,Heusy
63038,4845,Jalhay
63040,4720,Kelmis
63041,4701,Kettenis
63042,4987,La Gleize
63043,4800,Lambermont
63044,4910,La Reid
63045,4990,Lierneux
63047,4783,Lommersweiler
63048,4710,Lontzen
63049,4960,Malmedy
63050,4760,Manderfeld
63051,4837,Membach
63053,4850,Montzen
63054,4850,Moresnet
63055,4608,Neufchâteau
63056,4721,Neu-Moresnet
63057,4877,Olne
63058,4860,Pepinster
63059,4800,Petit-Rechain
63060,4800,Polleur
63061,4730,Raeren
63062,4987,Rahier
63063,4780,Recht
63064,4790,Reuland
63065,4950,Robertville
63066,4761,Rocherath
63070,4851,Sippenaeken
63071,4861,Soiron
63072,4900,Spa
63073,4970,Stavelot
63074,4801,Stembert
63075,4987,Stoumont
63076,4910,Theux
63077,4890,Thimister
63078,4791,Thommen
63079,4800,Verviers
63080,4950,Waimes
63081,4711,Walhorn
63082,4980,Wanne
63083,4860,Wegnez
63084,4840,Welkenraedt
63085,4652,Xhendelesse
63086,4980,Trois-Ponts
64001,4280,Abolens
64002,4219,Acosse
64003,4219,Ambresin
64004,4260,Avennes
64005,4280,Avernas-le-Bauduin
64006,4280,Avin
64008,4257,Berloz
64009,4280,Bertrée
64011,4280,Blehen
64012,4300,Bleret
64013,4250,Boëlhe
64014,4300,Bovenistier
64015,4260,Braives
64016,4317,Celles
64017,4260,Ciplet
64018,4257,Corswarem
64019,4280,Cras-Avernas
64020,4280,Crehen
64021,4367,Crisnée
64022,4253,Darion
64023,4357,Donceel
64024,4260,Fallais
64025,4347,Fexhe-le-Haut-Clocher
64028,4260,Fumal
64029,4250,Geer
64030,4300,Grand-Axhe
64031,4280,Grand-Hallet
64033,4357,Haneffe
64035,4351,Hodeige
64036,4250,Hollogne-sur-Geer
64037,4357,Jeneffe
64040,4300,Lantremange
64041,4261,Latinne
64042,4280,Lens-Saint-Remy
64043,4250,Lens-Saint-Servais
64045,4254,Ligney
64046,4357,Limont
64048,4219,Meeffe
64049,4280,Merdorp
64050,4350,Momalle
64051,4280,Moxhe
64055,4252,Omal
64060,4280,Poucet
64061,4350,Pousset
64063,4350,Remicourt
64065,4470,Saint-Georges-sur-Meuse
64066,4280,Thisnes
64068,4263,Tourinne
64070,4317,Viemme
64071,4260,Ville-en-Hesbaye
64072,4280,Villers-le-Peuplier
64075,4219,Wasseiges
64076,4317,Faimes
71001,3800,Aalst
71002,3665,As
71003,3540,Berbroek
71004,3580,Beringen
71005,3581,Beverlo
71006,3850,Binderveld
71007,3890,Boekhout
71008,3891,Borlo
71009,3800,Brustem
71010,3891,Buvingen
71011,3590,Diepenbeek
71012,3540,Donk
71013,3803,Duras
71014,3800,Engelmanshoven
71015,3800,Gelinden
71016,3600,Genk
71017,3890,Gingelom
71018,3803,Gorsem
71019,3800,Groot-Gelmen
71020,3545,Halen
71021,3800,Halmaal
71022,3500,Hasselt
71023,3971,Heppen
71024,3540,Herk-de-Stad
71025,3550,Heusden
71026,3890,Jeuk
71027,3800,Kerkom-bij-Sint-Truiden
71028,3510,Kermt
71029,3582,Koersel
71030,3890,Kortijs
71031,3850,Kozen
71032,3511,Kuringen
71033,3945,Kwaadmechelen
71034,3970,Leopoldsburg
71035,3560,Linkhout
71037,3560,Lummen
71038,3320,Meldert
71039,3891,Mielen-Boven-Aalst
71040,3890,Montenaken
71041,2812,Muizen
71042,3670,Neerglabbeek
71043,3668,Niel-bij-As
71044,3890,Niel-bij-Sint-Truiden
71045,3850,Nieuwerkerken
71046,3945,Oostham
71047,3660,Opglabbeek
71048,3800,Ordingen
71049,3583,Paal
71050,3803,Runkelen
71051,3540,Schulen
71052,3500,Sint-Lambrechts-Herk
71053,3800,Sint-Truiden
71054,3510,Spalbeek
71055,3512,Stevoort
71056,3511,Stokrooie
71057,3980,Tessenderlo
71058,3806,Velm
71059,3890,Vorsen
71060,3850,Wijer
71061,3803,Wilderen
71062,3501,Wimmertingen
71063,3545,Zelem
71064,3800,Zepperen
71065,3550,Zolder
71066,3520,Zonhoven
71067,3690,Zutendaal
71070,3550,Heusden-Zolder
72001,3930,Achel
72003,3950,Bocholt
72004,3960,Bree
72005,3650,Dilsen
72006,3941,Eksel
72007,3650,Elen
72008,3670,Ellikom
72010,3990,Grote-Brogel
72011,3670,Gruitrode
72012,3930,Hamont
72013,3940,Hechtel
72014,3530,Helchteren
72015,3530,Houthalen
72016,3950,Kaulille
72017,3640,Kessenich
72018,3640,Kinrooi
72019,3990,Kleine-Brogel
72020,3920,Lommel
72021,3680,Maaseik
72022,3670,Meeuwen
72023,3640,Molenbeersel
72024,3680,Neeroeteren
72025,3910,Neerpelt
72026,3640,Ophoven
72027,3960,Opitter
72028,3680,Opoeteren
72029,3900,Overpelt
72030,3990,Peer
72031,3950,Reppel
72032,3650,Rotem
72033,3910,Sint-Huibrechts-Lille
72034,2260,Tongerlo
72035,3990,Wijchmaal
72036,3670,Wijshagen
72041,3650,Dilsen-Stokkem
73001,3570,Alken
73002,3870,Batsheers
73003,1910,Berg
73004,3830,Berlingen
73005,3740,Beverst
73006,3740,Bilzen
73007,3840,Bommershoven
73008,3631,Boorsem
73009,3840,Borgloon
73010,3840,Broekom
73011,3700,Diets-Heur
73012,3740,Eigenbilzen
73013,3630,Eisden
73014,3620,Gellik
73015,3770,Genoelselderen
73016,3840,Gors-Opleeuw
73017,3840,Gotem
73018,3840,Groot-Loon
73019,3740,Grote-Spouwen
73020,3723,Guigoven
73022,3870,Heers
73023,3740,Hees
73024,3870,Heks
73025,3840,Hendrieken
73026,3700,Henis
73027,3770,Herderen
73028,3717,Herstappe
73029,3831,Herten
73030,3746,Hoelbeek
73031,3840,Hoepertingen
73032,3730,Hoeselt
73033,3870,Horpmaal
73034,3840,Jesseren
73035,3770,Kanne
73036,3840,Kerniel
73037,3740,Kleine-Spouwen
73038,3870,Klein-Gelmen
73039,3700,Koninksem
73040,3720,Kortessem
73041,3840,Kuttekoven
73042,3620,Lanaken
73043,3650,Lanklaar
73044,3700,Lauw
73045,3630,Leut
73046,3700,Mal
73047,3742,Martenslinde
73048,3630,Mechelen-aan-de-Maas
73049,3870,Mechelen-Bovelingen
73050,3630,Meeswijk
73051,3770,Membruggen
73052,3870,Mettekoven
73053,3770,Millen
73054,3790,Moelingen
73055,3740,Mopertingen
73056,3740,Munsterbilzen
73057,3620,Neerharen
73058,3700,Neerrepen
73059,3700,Nerem
73060,3630,Opgrimbie
73061,3870,Opheers
73062,3700,Overrepen
73063,3700,Piringen
73064,3621,Rekem
73065,3791,Remersdaal
73066,3770,Riemst
73067,3840,Rijkel
73068,3740,Rijkhoven
73069,3700,Riksingen
73070,3730,Romershoven
73071,3740,Rosmeer
73072,3870,Rukkelingen-Loon
73073,3700,Rutten
73074,3732,Schalkhoven
73077,3730,Sint-Huibrechts-Hern
73078,3790,Sint-Martens-Voeren
73079,3792,Sint-Pieters-Voeren
73080,3700,Sluizen
73081,3650,Stokkem
73082,3793,Teuven
73083,3700,Tongeren
73084,3631,Uikhoven
73085,3832,Ulbeek
73086,3770,Val-Meer
73087,3870,Vechmaal
73088,3620,Veldwezelt
73089,3870,Veulen
73090,3724,Vliermaal
73091,3721,Vliermaalroot
73092,3770,Vlijtingen
73093,3840,Voort
73094,3700,Vreren
73095,3770,Vroenhoven
73096,3630,Vucht
73097,3740,Waltwilder
73098,3830,Wellen
73099,3730,Werm
73100,3700,Widooie
73101,3722,Wintershoven
73102,3770,Zichen-Zussen-Bolder
73103,3870,Bovelingen
73105,1130,Haren
73106,3700,Kolmont
73107,3630,Maasmechelen
81002,6791,Athus
81003,6717,Attert
81004,6790,Aubange
81005,6706,Autelbas
81006,6700,Bonnert
81007,6704,Guirsch
81008,6782,Habergy
81009,6720,Hachy
81010,6792,Halanzy
81011,6700,Heinsch
81012,6780,Hondelange
81013,6630,Martelange
81014,6747,Meix-le-Tige
81015,6780,Messancy
81016,6717,Nobressart
81017,6717,Nothomb
81018,6792,Rachecourt
81020,6717,Thiaumont
81021,6700,Toernich
81022,6717,Tontelange
81023,6780,Wolkrange
82001,6680,Amberloup
82002,4990,Arbrefontaine
82004,6672,Beho
82005,6687,Bertogne
82006,6690,Bihain
82007,6671,Bovigny
82008,6673,Cherain
82009,6637,Fauvillers
82010,6686,Flamierge
82011,6698,Grand-Halleux
82012,6637,Hollange
82013,6640,Hompré
82014,6660,Houffalize
82016,5310,Longchamps
82017,6600,Longvilly
82018,6663,Mabompré
82019,5530,Mont
82020,6674,Montleban
82021,6640,Morhet
82022,6660,Nadrin
82023,6640,Nives
82024,4347,Noville
82025,6692,Petit-Thier
82026,6640,Sibret
82027,6661,Tailles
82028,6662,Tavigny
82029,6680,Tillet
82030,6637,Tintange
82031,6640,Vaux-lez-Rosières
82032,6690,Vielsalm
82033,6600,Villers-la-Bonne-Eau
82034,6600,Wardin
82035,6666,Wibrin
82036,6640,Vaux-sur-Sûre
82037,6670,Gouvy
83001,6997,Amonines
83002,6900,Aye
83003,6951,Bande
83005,6980,Beausaint
83006,6987,Beffe
83007,6941,Bende
83008,1367,Bomal
83009,6941,Borlon
83010,6971,Champlon
83011,6960,Dochamps
83012,6940,Durbuy
83013,6997,Érezée
83014,6972,Erneuville
83015,6953,Forrières
83016,6940,Grandhan
83018,6952,Grune
83019,6927,Grupont
83020,6986,Halleux
83021,6990,Hampteau
83022,6900,Hargimont
83023,6960,Harre
83024,6950,Harsin
83025,6941,Heyd
83026,6984,Hives
83027,6987,Hodister
83028,6990,Hotton
83029,6900,Humain
83030,6941,Izier
83031,6980,La Roche-en-Ardenne
83032,6953,Lesterny
83033,6960,Malempré
83034,6900,Marche-en-Famenne
83035,6987,Marcourt
83036,6990,Marenne
83037,6953,Masbourg
83038,6997,Mormont
83039,4190,My
83040,6950,Nassogne
83041,6960,Odeigne
83042,6900,On
83043,6983,Ortho
83044,6987,Rendeux
83045,6900,Roy
83046,6982,Samrée
83047,6940,Septon
83048,6997,Soy
83049,6970,Tenneville
83050,6941,Tohogne
83051,6960,Vaux-Chavanne
83052,6941,Villers-Sainte-Gertrude
83053,6900,Waha
84001,6721,Anlier
84002,6890,Anloy
84003,6870,Arville
84004,6860,Assenois
84005,6880,Auby-sur-Semois
84006,6870,Awenne
84008,6834,Bellevaux
84009,6880,Bertrix
84010,6830,Bouillon
84011,6800,Bras
84012,6850,Carlsbourg
84013,6921,Chanly
84014,6838,Corbion
84015,6880,Cugnon
84016,6929,Daverdisse
84017,6836,Dohan
84018,6860,Ebly
84019,6856,Fays-les-Veneurs
84020,6853,Framont
84021,6800,Freux
84022,6929,Gembes
84023,6840,Grandvoir
84024,6840,Grapfontaine
84025,6922,Halma
84026,6840,Hamipré
84027,6870,Hatrival
84028,6929,Haut-Fays
84029,6887,Herbeumont
84030,6880,Jehonville
84031,6642,Juseret
84032,6681,Lavacherie
84033,6860,Léglise
84034,6830,Les Hayons
84035,6890,Libin
84037,6924,Lomprez
84038,6840,Longlier
84039,6852,Maissin
84040,6860,Mellier
84041,6870,Mirwart
84042,6800,Moircy
84043,4608,Neufchâteau
84045,6851,Nollevaux
84046,6890,Ochamps
84047,6850,Offagne
84048,6852,Opont
84049,6880,Orgeo
84050,6850,Paliseul
84051,5370,Porcheresse
84052,6830,Poupehan
84054,6800,Recogne
84055,6890,Redu
84056,6800,Remagne
84057,6830,Rochehaut
84058,6800,Sainte-Marie-Chevigny
84059,6870,Saint-Hubert
84061,6800,Saint-Pierre
84062,6832,Sensenruth
84063,6890,Smuid
84064,6920,Sohier
84065,6887,Straimont
84066,5550,Sugny
84067,6812,Suxy
84068,6927,Tellin
84069,6840,Tournay
84070,6890,Transinne
84071,6833,Ucimont
84072,6870,Vesqueville
84073,6890,Villance
84074,6833,Vivy
84075,6920,Wellin
84076,6860,Witry
84077,6800,Libramont-Chevigny
85001,5555,Bellefontaine
85002,6760,Bleid
85003,6743,Buzenol
85004,6742,Chantemelle
85005,6824,Chassepierre
85006,6747,Châtillon
85007,6810,Chiny
85008,6767,Dampicourt
85009,6740,Étalle
85010,6760,Ethe
85011,6820,Florenville
85012,6820,Fontenoille
85013,6769,Gérouville
85014,6720,Habay-la-Neuve
85015,6723,Habay-la-Vieille
85016,6767,Harnoncourt
85017,6724,Houdemont
85018,6810,Izel
85019,6810,Jamoigne
85020,6821,Lacuisine
85021,6767,Lamorteau
85022,6761,Latour
85023,6811,Les Bulles
85024,6769,Meix-devant-Virton
85025,6820,Muno
85026,6750,Musson
85027,6750,Mussy-la-Ville
85028,6769,Robelmont
85029,6730,Rossignol
85030,6760,Ruette
85031,6724,Rulles
85032,6820,Sainte-Cécile
85034,6747,Saint-Léger
85035,6762,Saint-Mard
85036,6730,Saint-Vincent
85037,6769,Sommethonne
85038,6813,Termes
85039,6730,Tintigny
85040,6767,Torgny
85041,6741,Vance
85042,6823,Villers-devant-Orval
85043,6769,Villers-la-Loue
85044,6740,Villers-sur-Semois
85045,6760,Virton
91001,5590,Achêne
91002,5362,Achet
91003,5550,Alle
91004,6953,Ambly
91005,5537,Anhée
91006,5537,Annevoie-Rouillon
91008,5580,Ave-et-Auffe
91010,5377,Baillonville
91011,5570,Baronville
91012,5370,Barvaux-Condroz
91013,5570,Beauraing
91015,5555,Bièvre
91016,5537,Bioul
91017,5542,Blaimont
91018,5550,Bohan
91019,5377,Bonsin
91020,5575,Bourseigne-Neuve
91021,5575,Bourseigne-Vieille
91023,5590,Braibant
91024,5580,Buissonville
91025,6927,Bure
91026,4317,Celles
91028,5590,Chevetogne
91029,5560,Ciergnon
91030,5590,Ciney
91031,5590,Conneux
91033,5562,Custinne
91034,5500,Dinant
91035,5570,Dion
91036,5530,Dorinne
91038,5530,Durnal
