nis_code,postal_code,name
91039,5363,Emptinne
91040,5580,Eprave
91043,5500,Falmagne
91044,5500,Falmignoul
91045,5570,Felenne
91046,5570,Feschaux
91047,5560,Finnevaux
91048,5370,Flostoy
91049,5572,Focant
91050,5504,Foy-Notre-Dame
91051,5576,Froidfontaine
91052,6990,Fronville
91053,5500,Furfooz
91054,5575,Gedinne
91056,5530,Godinne
91057,5555,Graide
91059,5360,Hamois
91060,5580,Han-sur-Lesse
91061,5540,Hastière-Lavaux
91062,5541,Hastière-par-delà
91064,5370,Havelange
91065,5543,Heer
91066,5377,Heure
91067,5377,Hogne
91068,5570,Honnay
91069,5575,Houdremont
91070,5563,Hour
91072,5560,Houyet
91073,5560,Hulsonniaux
91074,5570,Javingue
91075,5580,Jemelle
91076,4357,Jeneffe
91078,5580,Lavaux-Sainte-Anne
91079,5590,Leignon
91080,5580,Lessive
91081,5501,Lisogne
91082,5575,Louette-Saint-Denis
91083,5575,Louette-Saint-Pierre
91084,5374,Maffe
91085,5575,Malvoisin
91086,5573,Martouzin-Neuville
91087,5372,Méan
91089,5560,Mesnil-Eglise
91090,5560,Mesnil-Saint-Blaise
91091,5376,Miécret
91092,5361,Mohiville
91093,5555,Monceau-en-Ardenne
91095,5580,Mont-Gauthier
91097,5550,Nafraiture
91098,5555,Naomé
91099,5360,Natoye
91100,5377,Nettinne
91101,5377,Noiseux
91102,5555,Oizy
91103,5520,Onhaye
91104,5550,Orchimont
91105,5575,Patignies
91106,5590,Pessoux
91108,5574,Pondrôme
91109,5370,Porcheresse
91110,5530,Purnode
91111,6927,Resteigne
91112,5575,Rienne
91113,5170,Rivière
91114,5580,Rochefort
91115,5575,Sart-Custinne
91116,5364,Schaltin
91117,5361,Scy
91118,5590,Serinchamps
91119,5377,Sinsin
91120,5377,Somme-Leuze
91121,5523,Sommière
91122,5503,Sorinnes
91123,5590,Sovet
91124,5530,Spontin
91125,5502,Thynes
91126,5575,Vencimont
91127,5370,Verlée
91128,5580,Villers-sur-Lesse
91129,5570,Vonêche
91131,5377,Waillet
91132,5570,Wancennes
91133,5564,Wanlin
91135,5540,Waulsort
91136,5580,Wavreille
91137,5523,Weillen
91138,5571,Wiesme
91139,5575,Willerzie
91140,5570,Winenne
91141,5530,Yvoir
91143,5550,Vresse-sur-Semois
92001,5310,Aische-en-Refail
92002,5070,Aisemont
92003,5300,Andenne
92004,5170,Arbre
92005,5060,Arsimont
92006,5330,Assesse
92007,5060,Auvelais
92008,5190,Balâtre
92009,5000,Beez
92010,5001,Belgrade
92011,5030,Beuzet
92012,5380,Bierwart
92013,5640,Biesme
92014,5170,Bois-de-Villers
92015,5310,Bolinne
92016,5310,Boneffe
92017,5021,Boninne
92018,5300,Bonneville
92019,5032,Bossière
92020,5032,Bothey
92021,5004,Bouge
92022,5081,Bovesse
92023,5310,Branchon
92024,5020,Champion
92025,5022,Cognelée
92026,5032,Corroy-le-Château
92027,5380,Cortil-Wodon
92028,5336,Courrière
92029,5300,Coutisse
92030,5332,Crupet
92031,5020,Daussoulx
92032,5100,Dave
92033,5537,Denée
92034,5310,Dhuy
92035,5310,Éghezée
92036,5080,Emines
92037,5644,Ermeton-sur-Biert
92039,5101,Erpent
92040,5350,Evelette
92041,5060,Falisolle
92042,5340,Faulx-les-Tombes
92043,5020,Flawinne
92044,5334,Florée
92045,5150,Floreffe
92046,5150,Floriffoux
92047,5380,Forville
92048,5070,Fosses-la-Ville
92049,5380,Franc-Waret
92050,5150,Franière
92051,5641,Furnaux
92052,5024,Gelbressée
92053,5030,Gembloux
92054,5340,Gesves
92055,5353,Goesnes
92056,5031,Grand-Leez
92058,5640,Graux
92059,5351,Haillot
92060,5340,Haltinne
92061,5190,Ham-sur-Sambre
92062,5310,Hanret
92063,5380,Hemptinne
92064,5380,Hingeon
92065,5032,Isnes
92066,5354,Jallet
92067,5100,Jambes
92069,5060,Keumiée
92070,5070,Le Roux
92071,5170,Lesve
92072,5310,Leuze
92073,5310,Liernu
92074,5140,Ligny
92075,5101,Lives-sur-Meuse
92076,5310,Longchamps
92078,5101,Loyers
92079,5170,Lustin
92080,5330,Maillen
92081,5300,Maizeret
92082,5020,Malonne
92083,5024,Marche-les-Dames
92084,5380,Marchovelette
92085,5032,Mazy
92086,5310,Mehaigne
92087,5640,Mettet
92088,5081,Meux
92089,5060,Moignelée
92090,5190,Mornimont
92091,7911,Moustier
92092,5340,Mozet
92093,5300,Namêche
92095,5100,Naninne
92096,5380,Noville-les-Bois
92097,5350,Ohey
92098,5190,Onoz
92099,1360,Perwez
92100,5380,Pontillas
92101,5170,Profondeville
92102,5080,Rhisnes
92103,7034,Saint-Denis
92104,5640,Saint-Gérard
92105,5310,Saint-Germain
92106,5003,Saint-Marc
92107,5190,Saint-Martin
92108,5002,Saint-Servais
92109,5330,Sart-Bernard
92110,5070,Sart-Eustache
92111,5070,Sart-Saint-Laurent
92113,5300,Sclayn
92114,5140,Sombreffe
92115,5340,Sorée
92116,5333,Sorinne-la-Longue
92117,5537,Sosoye
92118,5150,Soye
92119,5190,Spy
92120,5020,Suarlée
92121,5060,Tamines
92122,5310,Taviers
92123,5020,Temploux
92124,5300,Thon
92125,5380,Tillier
92126,5140,Tongrinne
92127,5310,Upigny
92128,5020,Vedrin
92130,5300,Vezin
92131,5080,Villers-lez-Heest
92132,5070,Vitrival
92133,5310,Waret-la-Chaussée
92134,5080,Warisoulx
92135,5100,Wépion
92136,5100,Wierde
92140,5190,Jemeppe-sur-Sambre
92142,5030,Gembloux
93001,5544,Agimont
93002,5520,Anthée
93003,5660,Aublain
93004,5651,Berzée
93005,5640,Biesmerée
93006,5660,Boussu-en-Fagne
93007,5660,Brûly
93008,5660,Brûly-de-Pesche
93009,5650,Castillon
93010,5630,Cerfontaine
93012,4890,Clermont
93013,5620,Corenne
93014,5660,Couvin
93015,5660,Cul-des-Sarts
93016,5660,Dailly
93017,5630,Daussois
93018,5680,Doische
93019,5670,Dourbes
93020,5600,Fagnolle
93021,5620,Flavion
93022,5620,Florennes
93023,5650,Fontenelle
93024,5650,Fraire
93025,5600,Franchimont
93026,5660,Frasnes
93027,5680,Gimnée
93028,5680,Gochenée
93029,5660,Gonrieux
93030,5651,Gourdinne
93031,5621,Hanzinelle
93032,5621,Hanzinne
93033,5380,Hemptinne
93034,5540,Hermeton-sur-Meuse
93035,5600,Jamagne
93036,5600,Jamiolle
93037,5651,Laneffe
93038,5670,Le Mesnil
93039,5660,Mariembourg
93040,5680,Matagne-la-Grande
93041,5680,Matagne-la-Petite
93042,5670,Mazée
93043,5600,Merlemont
93045,5620,Morville
93046,5600,Neuville
93047,5670,Nismes
93048,5680,Niverlée
93049,5670,Oignies-en-Thiérache
93050,5670,Olloy-sur-Viroin
93051,5600,Omezée
93052,5640,Oret
93053,5660,Pesche
93055,5660,Petite-Chapelle
93056,5600,Philippeville
93057,5660,Presgaux
93058,5650,Pry
93059,5651,Rognée
93060,5600,Roly
93061,5600,Romedenne
93062,5680,Romerée
93063,5620,Rosée
93064,5620,Saint-Aubin
93065,5600,Samart
93066,5600,Sart-en-Fagne
93067,5600,Sautour
93069,5521,Serville
93070,5630,Silenrieux
93071,5651,Somzée
93072,5680,Soulme
93073,5630,Soumoy
93074,5646,Stave
93075,5600,Surice
93076,5651,Tarcienne
93078,5651,Thy-le-Château
93079,5670,Treignes
93080,5680,Vaucelles
93081,5670,Vierves-sur-Viroin
93082,5630,Villers-Deux-Eglises
93083,5600,Villers-en-Fagne
93084,5600,Villers-le-Gambon
93085,5600,Vodecée
93086,5680,Vodelée
93087,5650,Vogenée
93088,5650,Walcourt
93089,5650,Yves-Gomezée
